Date,BSOFT.NS,COFORGE.NS,CYIENT.NS,ECLERX.NS,FSL.NS,HCLTECH.NS,INFY.NS,INTELLECT.NS,KPITTECH.NS,LTIM.NS,LTTS.NS,MASTEK.NS,MPHASIS.NS,OFSS.NS,PERSISTENT.NS,SONATSOFTW.NS,TATAELXSI.NS,TCS.NS,TECHM.NS,WIPRO.NS,ZENSARTECH.NS,^CNXIT
2020-01-02,0.024147431130837026,0.000823318425483492,0.022169760969608772,0.007894062931716482,0.01797531987602648,0.0027934991294743814,-0.002922041285036802,0.0282298104387879,-0.023231116938205384,0.0218953833021621,0.012903339880593704,0.01763466516679644,-0.03273389641499382,-0.005203269852306246,0.009860623295920147,0.0031918315448675925,0.00048309211731109304,-0.004600988551203694,0.005169677189907198,0.0024193806297931916,0.02755310199488411,-0.0007953728611332605
2020-01-03,-0.016495177417696266,0.03205435267537963,-0.012510114424413217,0.03788742084319112,0.0011870162048435715,0.01985219735604394,0.015263330962541776,-0.01279634367504613,0.02104176793471186,-0.004953093287467044,-0.0017196747732337943,-0.01227591462369117,-0.011644036030072786,-0.0017833462672445482,-0.026706201985317275,-0.0030320367946079403,0.011822354794604948,0.01973310568420575,0.011744595962782867,0.011213585665922106,0.05738945055428028,0.014343128143364452
2020-01-06,-0.011850936146680705,0.010248009294831542,-0.025852002444540643,-0.022130506457068096,-0.025226636272843352,-0.005226845068592084,-0.009630709897445975,0.012796343675046201,-0.041392898873426995,0.0037995102667898713,-0.0006952812222049118,-0.029773804656045205,-0.009665206722083956,-0.010563138020981968,-0.016621614639615617,-0.005930917258871966,-0.017695256988499535,-9.086418334853746e-05,-0.006082129615485741,0.004172833846191976,-0.048279690403891004,-0.0035704772428878317
2020-01-07,-0.0056259151622557865,0.004843376042503202,-0.01622010616014908,0.03182768740337097,0.0012158798277942264,0.0038585256875294997,-0.014931180641695869,0.031458667168336577,-0.010910295640633368,0.007474278645926961,0.004494489672319317,0.03309368891610439,0.012038732092877834,-0.007148341512927898,7.316981981384014e-05,0.004011236826452828,0.004181131583502429,0.002451103705224741,0.008659118624281977,0.012023415195494009,0.011203850323324887,0.0009693401624470502
2020-01-08,-0.01063462675951673,0.04187113073105658,-0.00646627009339067,-0.008872990234815845,-0.01715730183817778,0.002564103968937634,-0.013415610875934842,-0.0016663893885815004,-0.00637123982605591,-0.013068452294510422,0.014014193920847134,0.006724513333530431,-0.0020906639466273438,0.02891048885005213,0.0007315824323213618,-0.01842324824986659,-0.006673972306715205,0.022147865137203605,-0.00943828580607008,-0.0015686038372563788,-0.0005436591880290162,0.0036579298800096817
2020-01-09,0.006394294586051302,0.015574170780239096,0.00992176881212788,0.0016462778912898594,0.004932211165018145,-0.009347887227067725,0.012934609639332085,0.020469557001133218,0.014421939680205557,0.004026551516334362,0.008837455705087541,0.020482475438285453,-0.0007356338303876454,0.0014184158360659271,0.0027750888996774664,0.02496706894022687,0.026195608809071326,-0.018301880746545603,0.004988881500427961,-0.004523595725127393,0.005152619980432001,-0.0017754739293119747
2020-01-10,0.0021224136371664724,-0.01618248022083169,0.025136352235254955,0.0021660571391915622,0.008573193173492494,8.613758596795159e-05,0.014464380626743066,-0.00491401480242904,0.0005725213088131891,0.0020896619251729144,0.006104828811818524,0.009972014997296396,-0.007728175569995122,0.03687171655635941,0.004003062367645488,-0.0012734928853793052,0.006384088999551421,-0.0003613671538942059,0.003355026755021041,-0.0075188083512805785,-0.00027054267996403557,0.0021797057183222898
2020-01-13,0.02718880603871434,0.028142721086060786,0.03555121214611017,0.00972647991159513,0.010915833283255459,0.010541340346724904,0.04684320432978529,0.0294472207890421,0.06375114878184122,0.0035916124543302233,0.0009284887703775787,0.004324563325805054,0.00682208444616269,0.03451200122326117,-0.007948922323828315,0.0077747059198563125,0.04887153284798455,-0.010536190658827646,0.012291270207572359,0.012042404076408107,0.004858276203429109,0.01652940426641622
2020-01-14,0.006170805763660363,0.018008392393353924,0.006138069687001038,0.008241409565713632,0.021480485080301048,0.013211553738900844,0.0027111256014122186,-0.018018524965419256,0.05078294534092293,0.027532847336675166,0.01744857440940712,-0.0014773430950163356,0.020024760691871358,0.0006596197082001483,0.0016825248032800752,0.0025256781793059715,0.018733738348901515,0.0075273786262132995,0.013147303431112232,0.009375104149624704,0.012309510905095512,0.00837418493761571
2020-01-15,-0.0013679683527263915,-0.001356731351337807,0.011394545542914537,-0.015508766573278,0.015231730625698143,0.002436894146420588,-0.010497810970637131,0.03634443369802119,0.043941183964590416,0.029202807418186597,0.007269781556154927,0.00476516925746426,0.0011655878418288406,-0.0002197973695091449,0.034977943851455494,0.009258573354302033,0.04327296333586974,0.009021668334914109,-0.0013824000807293867,-0.03541773689942244,-0.008547093322641454,-0.0009477456819742157
